name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Hyundai Verna Transform SX VTVT,2011,55168,Petrol,Individual,Manual,Second Owner,14,Hyundai,3940.571428571429
Ford Aspire Titanium BSIV,2017,101159,Petrol,Dealer,Manual,First Owner,8,Ford,12644.875
Tata Manza Aura (ABS) Quadrajet BS IV,2011,140000,Diesel,Individual,Manual,Second Owner,14,Tata,10000.0
Maruti Wagon R LXI CNG,2010,80000,CNG,Individual,Manual,Second Owner,15,Maruti,5333.333333333333
Mahindra Scorpio EX,2012,60236,Diesel,Dealer,Manual,First Owner,13,Mahindra,4633.538461538462
Hyundai i20 1.2 Asta,2018,10000,Petrol,Individual,Manual,First Owner,7,Hyundai,1428.571428571429
Hyundai Verna CRDi 1.6 SX Option,2018,60000,Diesel,Individual,Manual,First Owner,7,Hyundai,8571.42857142857
Honda Amaze VX i-VTEC,2018,48600,Petrol,Dealer,Manual,First Owner,7,Honda,6942.857142857143
Honda Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,7,Honda,3571.4285714285716
Honda Jazz VX,2011,11473,Petrol,Dealer,Manual,First Owner,14,Honda,819.5
Maruti Omni 5 Str STD LPG,1998,35000,LPG,Individual,Manual,Second Owner,27,Maruti,1296.2962962962963
Nissan Micra Diesel XV Premium,2013,13770,Diesel,Individual,Manual,First Owner,12,Nissan,1147.5
Maruti Swift VDI,2013,65000,Diesel,Dealer,Manual,First Owner,12,Maruti,5416.666666666667
Ford Fiesta 1.6 ZXi Duratec,2009,58000,Petrol,Individual,Manual,Third Owner,16,Ford,3625.0
Hyundai Grand i10 CRDi Asta Option,2015,50000,Diesel,Individual,Manual,First Owner,10,Hyundai,5000.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,100000,Diesel,Individual,Manual,Second Owner,10,Ford,10000.0
Maruti Swift Dzire VDI,2016,80000,Diesel,Individual,Manual,First Owner,9,Maruti,8888.888888888889
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,7,Ford,2857.1428571428573
Force One EX,2014,37516,Diesel,Individual,Manual,First Owner,11,Force,3410.5454545454545
Chevrolet Beat Diesel LS,2011,70000,Diesel,Individual,Manual,First Owner,14,Chevrolet,5000.0
Hyundai Creta 1.6 CRDi SX Option,2018,20694,Diesel,Dealer,Manual,First Owner,7,Hyundai,2956.285714285714
Tata Harrier XZ BSIV,2019,33000,Diesel,Individual,Manual,First Owner,6,Tata,5500.0
Honda Amaze VX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,9,Honda,3888.8888888888887
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,15000,Petrol,Individual,Manual,First Owner,8,Tata,1875.0
Maruti Gypsy King Hard Top Ambulance BSIV,2005,70000,Petrol,Individual,Manual,Second Owner,20,Maruti,3500.0
Tata Tiago 1.2 Revotron XT,2017,25000,Petrol,Individual,Manual,First Owner,8,Tata,3125.0
Maruti Swift VDI Optional,2017,50000,Diesel,Individual,Manual,First Owner,8,Maruti,6250.0
Skoda Superb 1.8 TSI,2013,61624,Petrol,Dealer,Automatic,Second Owner,12,Skoda,5135.333333333333
Tata Nexon 1.2 Revotron XM,2018,30000,Petrol,Individual,Manual,First Owner,7,Tata,4285.714285714285
Hyundai Santro Xing GLS,2009,79000,Petrol,Individual,Manual,Third Owner,16,Hyundai,4937.5
Toyota Innova 2.5 V Diesel 8-seater,2012,160000,Diesel,Dealer,Manual,First Owner,13,Toyota,12307.692307692309
Toyota Etios Liva 1.4 VD,2017,36000,Diesel,Dealer,Manual,First Owner,8,Toyota,4500.0
Volvo V40 D3 R Design,2018,21000,Diesel,Dealer,Automatic,First Owner,7,Volvo,3000.0
Mahindra KUV 100 G80 K4 Plus,2018,15000,Petrol,Individual,Manual,First Owner,7,Mahindra,2142.8571428571427
Hyundai Verna 1.6 SX CRDi (O),2012,80000,Diesel,Individual,Manual,Second Owner,13,Hyundai,6153.846153846154
Maruti Ertiga ZDI,2013,89000,Diesel,Dealer,Manual,First Owner,12,Maruti,7416.666666666667
Hyundai EON Era Plus,2013,80000,Petrol,Individual,Manual,Third Owner,12,Hyundai,6666.666666666667
Hyundai EON Era Plus,2012,70000,Petrol,Individual,Manual,Second Owner,13,Hyundai,5384.615384615385
Maruti Omni E 8 Str STD,2007,90000,Petrol,Individual,Manual,Fourth & Above Owner,18,Maruti,5000.0
Skoda Superb Ambition 2.0 TDI CR AT,2013,88000,Diesel,Dealer,Automatic,First Owner,12,Skoda,7333.333333333333
Maruti SX4 Celebration Diesel,2012,80000,Diesel,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Maruti SX4 S Cross DDiS 320 Delta,2016,560000,Diesel,Dealer,Manual,First Owner,9,Maruti,62222.22222222222
Mahindra Thar DI 4X2,2018,5000,Diesel,Individual,Manual,First Owner,7,Mahindra,714.2857142857143
Honda City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,11,Honda,7454.545454545455
Mahindra Thar 4X2,2014,35000,Diesel,Individual,Manual,First Owner,11,Mahindra,3181.818181818182
Mahindra Quanto C8,2013,82082,Diesel,Dealer,Manual,First Owner,12,Mahindra,6840.166666666667
Maruti Alto 800 LXI,2019,25880,Petrol,Individual,Manual,First Owner,6,Maruti,4313.333333333333
Chevrolet Aveo 1.4 CNG,2011,100000,CNG,Individual,Manual,First Owner,14,Chevrolet,7142.857142857143
Mahindra Bolero Power Plus SLX,2018,35000,Diesel,Individual,Manual,First Owner,7,Mahindra,5000.0
Nissan Sunny XL D,2018,70000,Diesel,Individual,Manual,First Owner,7,Nissan,10000.0
Hyundai i20 Active 1.4 SX,2016,100000,Diesel,Individual,Manual,First Owner,9,Hyundai,11111.111111111111
Maruti Swift VDI Optional,2017,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,7500.0
Honda City i DTEC SV,2014,110000,Diesel,Individual,Manual,First Owner,11,Honda,10000.0
Maruti Ritz LXi,2011,78892,Petrol,Dealer,Manual,First Owner,14,Maruti,5635.142857142857
Maruti Ertiga VXI CNG,2014,56600,CNG,Dealer,Manual,First Owner,11,Maruti,5145.454545454545
Maruti Alto 800 LX,2017,60000,Petrol,Individual,Manual,First Owner,8,Maruti,7500.0
Chevrolet Aveo U-VA 1.2 LS,2009,87293,Petrol,Dealer,Manual,First Owner,16,Chevrolet,5455.8125
Nissan Micra Diesel XV Premium,2011,120000,Diesel,Individual,Manual,First Owner,14,Nissan,8571.42857142857
Hyundai i20 Asta 1.4 CRDi,2015,77000,Diesel,Individual,Manual,Second Owner,10,Hyundai,7700.0
Hyundai i20 Asta Option 1.4 CRDi,2016,57000,Diesel,Individual,Manual,First Owner,9,Hyundai,6333.333333333333
Hyundai Santro Xing XK eRLX EuroIII,2007,135000,Petrol,Individual,Manual,Second Owner,18,Hyundai,7500.0
Hyundai Elite i20 Sportz Plus BSIV,2015,49000,Petrol,Individual,Manual,First Owner,10,Hyundai,4900.0
Toyota Etios VD,2014,39895,Diesel,Dealer,Manual,First Owner,11,Toyota,3626.818181818182
Hyundai Verna CRDi SX ABS,2009,25000,Diesel,Individual,Manual,Third Owner,16,Hyundai,1562.5
Tata Indigo CR4,2013,60000,Diesel,Individual,Manual,First Owner,12,Tata,5000.0
Maruti 800 AC,2004,69111,Petrol,Individual,Manual,Third Owner,21,Maruti,3291.0
Datsun GO Plus T Option Petrol,2018,10000,Petrol,Individual,Manual,First Owner,7,Datsun,1428.571428571429
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,53652,Diesel,Dealer,Manual,First Owner,10,Toyota,5365.2
Tata Manza Aura Safire BS IV,2010,60000,Petrol,Individual,Manual,Second Owner,15,Tata,4000.0
Honda City 1.5 EXI,2004,200000,Petrol,Individual,Manual,Second Owner,21,Honda,9523.809523809525
Maruti Esteem Lxi - BSIII,2005,24000,Petrol,Individual,Manual,First Owner,20,Maruti,1200.0
Tata Safari Storme EX,2013,95000,Diesel,Dealer,Manual,First Owner,12,Tata,7916.666666666667
Mahindra Bolero Power Plus SLE,2018,40000,Diesel,Individual,Manual,First Owner,7,Mahindra,5714.285714285715
Maruti Swift Dzire VDi,2008,82000,Diesel,Individual,Manual,Second Owner,17,Maruti,4823.529411764706
Tata Indigo TDI,2013,100000,Diesel,Individual,Manual,First Owner,12,Tata,8333.333333333334
Maruti Vitara Brezza ZDi Plus,2016,85000,Diesel,Individual,Manual,First Owner,9,Maruti,9444.444444444443
Chevrolet Beat Diesel LS,2014,66000,Diesel,Individual,Manual,First Owner,11,Chevrolet,6000.0
Tata Sumo Gold EX,2013,90000,Diesel,Individual,Manual,Second Owner,12,Tata,7500.0
Datsun RediGO S,2016,22000,Petrol,Individual,Manual,First Owner,9,Datsun,2444.4444444444443
Hyundai Creta 1.6 CRDi SX Option,2016,55000,Diesel,Individual,Manual,First Owner,9,Hyundai,6111.111111111111
Hyundai Verna CRDi 1.6 SX,2017,50000,Diesel,Individual,Manual,First Owner,8,Hyundai,6250.0
Renault KWID RXT,2016,25000,Petrol,Individual,Manual,First Owner,9,Renault,2777.777777777778
Fiat Punto EVO 1.3 Emotion,2017,70000,Diesel,Individual,Manual,First Owner,8,Fiat,8750.0
Maruti Alto K10 VXI Airbag,2019,5000,Petrol,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Hyundai i20 1.4 Sportz,2017,84000,Diesel,Dealer,Manual,First Owner,8,Hyundai,10500.0
Mahindra Scorpio S4 4WD,2015,60000,Diesel,Individual,Manual,First Owner,10,Mahindra,6000.0
Maruti Alto K10 VXI,2018,38900,Petrol,Individual,Manual,Third Owner,7,Maruti,5557.142857142857
Hyundai Verna 1.6 CRDi SX,2015,80000,Diesel,Individual,Manual,Second Owner,10,Hyundai,8000.0
Hyundai i20 Asta,2010,110000,Petrol,Individual,Manual,Second Owner,15,Hyundai,7333.333333333333
Hyundai Creta 1.6 SX Option,2017,9000,Petrol,Dealer,Manual,First Owner,8,Hyundai,1125.0
Maruti Swift VXi BSIV,2008,100000,Petrol,Individual,Manual,Second Owner,17,Maruti,5882.35294117647
Maruti Swift Dzire VDI,2012,80000,Diesel,Individual,Manual,Third Owner,13,Maruti,6153.846153846154
Hyundai Xcent 1.2 Kappa S,2015,55000,Petrol,Individual,Manual,First Owner,10,Hyundai,5500.0
Chevrolet Spark 1.0 LT,2011,68519,Petrol,Dealer,Manual,First Owner,14,Chevrolet,4894.214285714285
Maruti Wagon R VXI BS IV,2015,32260,Petrol,Dealer,Manual,First Owner,10,Maruti,3226.0
Toyota Fortuner 4x4 MT,2015,120000,Diesel,Individual,Manual,First Owner,10,Toyota,12000.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,40000,Diesel,Individual,Manual,Second Owner,7,Ford,5714.285714285715
Mahindra Scorpio BSIV,2019,10000,Diesel,Individual,Manual,First Owner,6,Mahindra,1666.6666666666667
Maruti Alto 800 Base,2014,40000,Petrol,Individual,Manual,First Owner,11,Maruti,3636.363636363637
Hyundai Verna 1.6 SX,2013,100000,Diesel,Individual,Manual,Second Owner,12,Hyundai,8333.333333333334
Fiat 500 Lounge,2008,110000,Diesel,Individual,Manual,First Owner,17,Fiat,6470.588235294118
Maruti Alto K10 VXI,2017,15000,Petrol,Individual,Manual,First Owner,8,Maruti,1875.0
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,12,Maruti,2083.3333333333335
Maruti Alto 800 LXI,2014,20000,Petrol,Individual,Manual,First Owner,11,Maruti,1818.1818181818185
Mahindra Quanto C8,2012,80000,Diesel,Individual,Manual,First Owner,13,Mahindra,6153.846153846154
Ford Ecosport 1.5 DV5 MT Trend,2018,37161,Diesel,Dealer,Manual,First Owner,7,Ford,5308.714285714285
Maruti Ertiga VDI,2012,120000,Diesel,Individual,Manual,Third Owner,13,Maruti,9230.76923076923
Ford Ecosport 1.5 Diesel Titanium,2020,101,Diesel,Dealer,Manual,Test Drive Car,5,Ford,20.2
Maruti Wagon R VXI BS IV,2012,60000,Petrol,Individual,Manual,Second Owner,13,Maruti,4615.384615384615
Maruti Alto 800 LXI,2019,20000,Petrol,Individual,Manual,First Owner,6,Maruti,3333.3333333333335
Nissan Terrano XE 85 PS,2013,120000,Diesel,Individual,Manual,First Owner,12,Nissan,10000.0
Maruti Ertiga VDI Limited Edition,2014,80000,Diesel,Individual,Manual,Second Owner,11,Maruti,7272.727272727273
Hyundai EON Era,2011,24000,Petrol,Dealer,Manual,First Owner,14,Hyundai,1714.2857142857142
Toyota Innova 2.5 V Diesel 7-seater,2005,223000,Diesel,Individual,Manual,First Owner,20,Toyota,11150.0
Maruti SX4 Vxi BSIV,2010,70000,Petrol,Individual,Manual,First Owner,15,Maruti,4666.666666666667
Toyota Etios GD,2012,124000,Diesel,Individual,Manual,First Owner,13,Toyota,9538.46153846154
Maruti Ciaz VDi,2015,90658,Diesel,Dealer,Manual,First Owner,10,Maruti,9065.8
Maruti Esteem Lxi,2005,60000,Petrol,Individual,Manual,Third Owner,20,Maruti,3000.0
Maruti Wagon R VXI Plus Optional,2017,19000,Petrol,Individual,Manual,First Owner,8,Maruti,2375.0
Chevrolet Beat Diesel PS,2012,58000,Diesel,Dealer,Manual,First Owner,13,Chevrolet,4461.538461538462
Hyundai i20 2015-2017 Magna 1.2,2015,70378,Petrol,Dealer,Manual,First Owner,10,Hyundai,7037.8
Maruti S-Cross Sigma DDiS 200 SH,2017,41000,Diesel,Individual,Manual,First Owner,8,Maruti,5125.0
Hyundai EON 1.0 Era Plus,2012,48000,Petrol,Dealer,Manual,First Owner,13,Hyundai,3692.307692307693
Ford Endeavour 4x4 XLT,2004,22288,Diesel,Dealer,Manual,Second Owner,21,Ford,1061.3333333333333
Maruti Swift Dzire LDI,2015,73000,Diesel,Individual,Manual,Third Owner,10,Maruti,7300.0
Chevrolet Spark 1.0 LT,2009,60000,Petrol,Individual,Manual,First Owner,16,Chevrolet,3750.0
Maruti Wagon R VXI AMT1.2BSIV,2017,9745,Petrol,Dealer,Automatic,First Owner,8,Maruti,1218.125
Mahindra XUV500 W6 2WD,2015,90000,Diesel,Individual,Manual,Third Owner,10,Mahindra,9000.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,100000,Diesel,Individual,Manual,First Owner,13,Toyota,7692.307692307692
Audi Q5 2.0 TDI,2012,90000,Diesel,Individual,Automatic,Second Owner,13,Audi,6923.076923076923
Mahindra XUV500 AT W10 AWD,2016,70000,Diesel,Individual,Automatic,Second Owner,9,Mahindra,7777.777777777777
Maruti Alto K10 2010-2014 VXI,2010,70000,Petrol,Individual,Manual,First Owner,15,Maruti,4666.666666666667
Mahindra Bolero 2011-2019 SLX,2015,50000,Diesel,Individual,Manual,First Owner,10,Mahindra,5000.0
BMW X1 sDrive 20d xLine,2017,13000,Diesel,Individual,Automatic,First Owner,8,BMW,1625.0
Maruti Wagon R LXI Minor,2007,60000,Petrol,Individual,Manual,Third Owner,18,Maruti,3333.3333333333335
Chevrolet Beat Diesel LT,2013,20000,Diesel,Individual,Manual,Third Owner,12,Chevrolet,1666.6666666666667
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,120000,Diesel,Individual,Manual,First Owner,12,Toyota,10000.0
Honda Brio 1.2 S MT,2017,15000,Petrol,Individual,Manual,First Owner,8,Honda,1875.0
Honda Mobilio S i VTEC,2015,23000,Petrol,Individual,Manual,First Owner,10,Honda,2300.0
Tata New Safari 4X4,2007,78771,Diesel,Dealer,Manual,Second Owner,18,Tata,4376.166666666667
Tata Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,11,Tata,9090.90909090909
Hyundai Grand i10 1.2 Kappa Era,2015,29000,Petrol,Dealer,Manual,First Owner,10,Hyundai,2900.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,Petrol,Dealer,Manual,First Owner,8,Ford,1354.0
Maruti Zen Estilo 1.1 VXI BSIII,2008,70000,Petrol,Individual,Manual,Second Owner,17,Maruti,4117.64705882353
Hyundai Santro Xing XL AT eRLX Euro III,2006,100000,Petrol,Individual,Automatic,Third Owner,19,Hyundai,5263.1578947368425
Maruti Wagon R VX,2000,88500,Petrol,Individual,Manual,Fourth & Above Owner,25,Maruti,3540.0
Honda City S,2013,96987,Petrol,Dealer,Manual,First Owner,12,Honda,8082.25
Maruti Alto LXi BSIII,2010,73350,Petrol,Dealer,Manual,First Owner,15,Maruti,4890.0
Honda Amaze E i-Dtech,2013,50000,Diesel,Individual,Manual,First Owner,12,Honda,4166.666666666667
Chevrolet Beat Diesel LT,2012,98900,Diesel,Individual,Manual,Third Owner,13,Chevrolet,7607.692307692308
Honda Amaze S AT i-Vtech,2014,15000,Petrol,Individual,Automatic,First Owner,11,Honda,1363.6363636363635
Toyota Innova 2.5 G4 Diesel 7-seater,2008,140000,Diesel,Individual,Manual,Second Owner,17,Toyota,8235.29411764706
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,10000,Petrol,Individual,Manual,First Owner,6,Tata,1666.6666666666667
Maruti 800 AC,2008,50000,Petrol,Individual,Manual,Second Owner,17,Maruti,2941.176470588235
Hyundai Verna 1.6 CRDI,2012,90000,Diesel,Individual,Manual,Second Owner,13,Hyundai,6923.076923076923
BMW 7 Series Signature 730Ld,2014,47000,Diesel,Individual,Automatic,First Owner,11,BMW,4272.727272727273
Hyundai Elite i20 Magna Plus Diesel,2019,35000,Diesel,Individual,Manual,Second Owner,6,Hyundai,5833.333333333333
BMW 3 Series GT Luxury Line,2017,30000,Diesel,Individual,Automatic,First Owner,8,BMW,3750.0
Skoda Laura L n K 1.9 PD,2006,100000,Diesel,Individual,Manual,First Owner,19,Skoda,5263.1578947368425
Maruti Ritz VDi,2012,120000,Diesel,Individual,Manual,Second Owner,13,Maruti,9230.76923076923
Maruti Alto K10 VXI,2018,35000,Petrol,Individual,Manual,First Owner,7,Maruti,5000.0
Maruti Swift ZXi BSIV,2017,38000,Petrol,Dealer,Manual,First Owner,8,Maruti,4750.0
Tata Nano Twist XE,2015,23800,Petrol,Individual,Manual,Second Owner,10,Tata,2380.0
Maruti Swift Dzire VDI,2013,61083,Diesel,Dealer,Manual,First Owner,12,Maruti,5090.25
Hyundai Santro Xing XL eRLX Euro III,2006,40000,Petrol,Individual,Manual,Second Owner,19,Hyundai,2105.2631578947367
BMW X1 sDrive 20d xLine,2017,30000,Diesel,Individual,Automatic,First Owner,8,BMW,3750.0
Honda City 1.5 V Elegance,2012,63000,Petrol,Dealer,Manual,First Owner,13,Honda,4846.153846153846
Ford Figo Diesel Titanium,2012,180000,Diesel,Individual,Manual,First Owner,13,Ford,13846.153846153846
Hyundai EON Era Plus,2013,53500,Petrol,Individual,Manual,Third Owner,12,Hyundai,4458.333333333333
Hyundai Elantra CRDi S,2013,54000,Diesel,Dealer,Manual,First Owner,12,Hyundai,4500.0
Hyundai i20 1.4 Asta Option,2018,40000,Diesel,Individual,Manual,First Owner,7,Hyundai,5714.285714285715
Maruti Swift VDI BSIV,2014,80000,Diesel,Individual,Manual,First Owner,11,Maruti,7272.727272727273
Maruti Ciaz ZDi Plus SHVS,2017,50000,Diesel,Individual,Manual,First Owner,8,Maruti,6250.0
Ford Freestyle Titanium Diesel,2019,25000,Diesel,Individual,Manual,First Owner,6,Ford,4166.666666666667
Honda Amaze VX Diesel BSIV,2018,32114,Diesel,Dealer,Manual,First Owner,7,Honda,4587.714285714285
Mahindra XUV500 W8 2WD,2012,200000,Diesel,Individual,Manual,First Owner,13,Mahindra,15384.615384615385
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,12000,Diesel,Individual,Manual,First Owner,8,Ford,1500.0
Mahindra XUV500 W8 4WD,2012,80000,Diesel,Individual,Manual,Second Owner,13,Mahindra,6153.846153846154
Maruti Alto LX BSIII,2007,70000,Petrol,Individual,Manual,Second Owner,18,Maruti,3888.8888888888887
Hyundai Santro GS,2005,56580,Petrol,Dealer,Manual,First Owner,20,Hyundai,2829.0
Mahindra Xylo E8 ABS Airbag BSIV,2011,160000,Diesel,Individual,Manual,First Owner,14,Mahindra,11428.57142857143
Hyundai Santro Xing GLS,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,15,Hyundai,6000.0
Ford Fiesta 1.4 ZXi TDCi ABS,2009,100000,Diesel,Individual,Manual,Fourth & Above Owner,16,Ford,6250.0
Mahindra KUV 100 mFALCON G80 K2,2017,30000,Petrol,Individual,Manual,First Owner,8,Mahindra,3750.0
Renault Duster 110PS Diesel RxZ,2017,50000,Diesel,Individual,Manual,First Owner,8,Renault,6250.0
Tata Manza ELAN Quadrajet BS IV,2011,100000,Diesel,Individual,Manual,Second Owner,14,Tata,7142.857142857143
Toyota Corolla Altis Diesel D4DG,2010,120000,Diesel,Individual,Manual,First Owner,15,Toyota,8000.0
Tata Nexon 1.5 Revotorq XZ,2017,26766,Diesel,Dealer,Manual,First Owner,8,Tata,3345.75
Tata Manza Aura (ABS) Safire BS IV,2010,77073,Petrol,Individual,Manual,Second Owner,15,Tata,5138.2
Honda WR-V i-DTEC VX,2018,30000,Diesel,Individual,Manual,First Owner,7,Honda,4285.714285714285
Maruti Ciaz ZXi,2016,30000,Petrol,Dealer,Manual,First Owner,9,Maruti,3333.3333333333335
Renault KWID 1.0 RXT Optional,2017,30300,Petrol,Individual,Manual,First Owner,8,Renault,3787.5
Maruti Wagon R LXI DUO BSIII,2007,162000,LPG,Individual,Manual,First Owner,18,Maruti,9000.0
Hyundai i10 Era 1.1 iTech SE,2011,20000,Petrol,Individual,Manual,First Owner,14,Hyundai,1428.571428571429
Hyundai Verna 1.6 SX,2012,120000,Diesel,Individual,Manual,Third Owner,13,Hyundai,9230.76923076923
Maruti Alto 800 LXI,2017,35000,Petrol,Individual,Manual,First Owner,8,Maruti,4375.0
Tata Indigo CR4,2011,155500,Diesel,Individual,Manual,First Owner,14,Tata,11107.142857142857
Maruti 800 Std,2003,78098,Petrol,Individual,Manual,First Owner,22,Maruti,3549.909090909091
Volkswagen Vento Diesel Style Limited Edition,2011,100000,Diesel,Individual,Manual,First Owner,14,Volkswagen,7142.857142857143
Maruti Wagon R VXI Optional,2015,40000,Petrol,Individual,Manual,First Owner,10,Maruti,4000.0
Mahindra Renault Logan 1.4 GLX Petrol,2008,25000,Petrol,Individual,Manual,First Owner,17,Mahindra,1470.5882352941176
Maruti SX4 ZXI AT,2009,120000,Petrol,Individual,Automatic,Second Owner,16,Maruti,7500.0
Maruti SX4 Vxi BSIV,2013,35000,Petrol,Individual,Manual,First Owner,12,Maruti,2916.6666666666665
Maruti Wagon R LXI LPG BSIV,2012,80000,LPG,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Maruti Baleno Delta 1.2,2017,43608,Petrol,Trustmark Dealer,Manual,First Owner,8,Maruti,5451.0
Maruti Swift Ldi BSIII,2009,217871,Diesel,Dealer,Manual,First Owner,16,Maruti,13616.9375
Maruti Omni E MPI STD BS IV,2014,11451,Petrol,Individual,Manual,First Owner,11,Maruti,1041.0
Maruti 800 Std MPFi,2006,64700,Petrol,Individual,Manual,First Owner,19,Maruti,3405.2631578947367
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,15000,Petrol,Individual,Manual,First Owner,9,Ford,1666.6666666666667
Hyundai i20 Active 1.2 SX,2018,20000,Petrol,Individual,Manual,First Owner,7,Hyundai,2857.1428571428573
Toyota Fortuner 2.8 4WD AT BSIV,2017,41000,Diesel,Individual,Automatic,First Owner,8,Toyota,5125.0
Honda City i VTEC V,2016,28205,Petrol,Dealer,Manual,First Owner,9,Honda,3133.8888888888887
Maruti Alto K10 2010-2014 VXI,2014,50000,Petrol,Individual,Manual,First Owner,11,Maruti,4545.454545454545
Fiat Grande Punto EVO 1.3 Active,2014,50000,Diesel,Individual,Manual,First Owner,11,Fiat,4545.454545454545
Tata New Safari DICOR 2.2 EX 4x2,2012,65000,Diesel,Dealer,Manual,First Owner,13,Tata,5000.0
Renault KWID RXT,2016,40000,Petrol,Individual,Manual,First Owner,9,Renault,4444.444444444444
Volkswagen Vento 1.5 TDI Highline,2015,98000,Diesel,Dealer,Manual,First Owner,10,Volkswagen,9800.0
Hyundai Santro LE zipPlus,2003,50000,Petrol,Individual,Manual,Fourth & Above Owner,22,Hyundai,2272.7272727272725
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,81150,Diesel,Dealer,Manual,First Owner,10,Ford,8115.0
Hyundai Creta 1.6 CRDi SX,2016,70000,Diesel,Individual,Manual,Second Owner,9,Hyundai,7777.777777777777
Renault KWID RXL,2016,60000,Petrol,Individual,Manual,Third Owner,9,Renault,6666.666666666667
Maruti Gypsy King HT BSIV,2001,49359,Petrol,Individual,Manual,Third Owner,24,Maruti,2056.625
Nissan Sunny Diesel XL,2012,110000,Diesel,Individual,Manual,First Owner,13,Nissan,8461.538461538461
Maruti Alto LX,2011,40000,Petrol,Individual,Manual,First Owner,14,Maruti,2857.1428571428573
Tata Safari Storme EX,2019,24000,Diesel,Individual,Manual,First Owner,6,Tata,4000.0
Hyundai EON Era Plus,2014,37605,Petrol,Dealer,Manual,First Owner,11,Hyundai,3418.6363636363635
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,120000,Diesel,Individual,Manual,Third Owner,13,Chevrolet,9230.76923076923
Tata Sumo GX TC 8 Str,2010,120000,Diesel,Individual,Manual,Second Owner,15,Tata,8000.0
Hyundai i20 Sportz 1.2,2016,48220,Petrol,Dealer,Manual,First Owner,9,Hyundai,5357.777777777777
Maruti Alto LXi,2007,70000,Petrol,Individual,Manual,First Owner,18,Maruti,3888.8888888888887
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,50699,Diesel,Dealer,Manual,First Owner,7,Ford,7242.714285714285
Hyundai Creta 1.6 CRDi AT SX Plus,2016,30093,Diesel,Dealer,Automatic,First Owner,9,Hyundai,3343.6666666666665
Maruti Vitara Brezza ZDi,2018,50000,Diesel,Individual,Manual,First Owner,7,Maruti,7142.857142857143
Maruti Ertiga VXI ABS,2013,40000,Petrol,Individual,Manual,First Owner,12,Maruti,3333.3333333333335
Honda Mobilio S i DTEC,2015,104000,Diesel,Individual,Manual,Second Owner,10,Honda,10400.0
Renault KWID 1.0 RXT Optional,2019,10000,Petrol,Individual,Manual,First Owner,6,Renault,1666.6666666666667
Maruti Wagon R VXI BS IV,2016,30000,Petrol,Individual,Manual,Second Owner,9,Maruti,3333.3333333333335
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,5000,Petrol,Individual,Manual,First Owner,5,Hyundai,1000.0
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,70000,Diesel,Dealer,Manual,First Owner,11,Hyundai,6363.636363636364
Honda City i-DTEC ZX,2017,38000,Diesel,Dealer,Manual,First Owner,8,Honda,4750.0
Maruti Alto 800 LXI,2015,46000,Petrol,Individual,Manual,Second Owner,10,Maruti,4600.0
Hyundai i20 Sportz Option 1.2,2016,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,8,Tata,6250.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Individual,Manual,Third Owner,10,Toyota,7000.0
Toyota Corolla Executive (HE),2009,23262,Petrol,Dealer,Manual,First Owner,16,Toyota,1453.875
Honda Amaze VX i-DTEC,2014,141000,Diesel,Individual,Manual,Second Owner,11,Honda,12818.181818181818
Maruti 800 AC,2006,54000,Petrol,Individual,Manual,First Owner,19,Maruti,2842.1052631578946
Chevrolet Sail Hatchback 1.2 LS,2015,22255,Petrol,Individual,Manual,First Owner,10,Chevrolet,2225.5
Honda City 1.5 S MT,2010,90000,Petrol,Individual,Manual,Second Owner,15,Honda,6000.0
