name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Tata Tiago 1.2 Revotron XT,2017,370000,25000,Petrol,Individual,Manual,First Owner,8,Tata,3125.0
Tata New Safari DICOR 2.2 EX 4x2,2011,459999,76400,Diesel,Individual,Manual,Second Owner,14,Tata,5457.142857142857
Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,Third Owner,27,Maruti,2592.5925925925926
Fiat Linea Active (Diesel),2011,190000,80000,Diesel,Individual,Manual,Third Owner,14,Fiat,5714.285714285715
Fiat Punto 1.4 Emotion,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15,Fiat,6666.666666666667
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,40000,Diesel,Individual,Manual,First Owner,8,Ford,5000.0
Hyundai Creta 1.6 SX Option,2018,1200000,15000,Petrol,Individual,Manual,First Owner,7,Hyundai,2142.8571428571427
Maruti Zen Estilo LXI BS IV,2011,229999,70000,Petrol,Individual,Manual,First Owner,14,Maruti,5000.0
Renault KWID RXT,2018,310000,15000,Petrol,Individual,Manual,First Owner,7,Renault,2142.8571428571427
Maruti Wagon R VXI BS IV,2015,320000,40000,Petrol,Individual,Manual,First Owner,10,Maruti,4000.0
Maruti 800 AC,2006,100000,54000,Petrol,Individual,Manual,First Owner,19,Maruti,2842.1052631578946
Hyundai Verna CRDi,2009,160000,90000,Diesel,Individual,Manual,First Owner,16,Hyundai,5625.0
Maruti 800 AC BSIII,2007,60000,52000,Petrol,Individual,Manual,First Owner,18,Maruti,2888.8888888888887
Tata Indigo LS,2012,100000,200000,Diesel,Individual,Manual,Third Owner,13,Tata,15384.615384615385
Chevrolet Beat Diesel LT,2016,350000,35000,Diesel,Individual,Manual,Second Owner,9,Chevrolet,3888.8888888888887
Renault Duster 110PS Diesel RxZ AWD,2017,700000,60000,Diesel,Individual,Manual,First Owner,8,Renault,7500.0
Maruti Alto K10 VXI,2017,300000,31489,Petrol,Individual,Manual,First Owner,8,Maruti,3936.125
Hyundai i20 1.4 Asta Option,2018,830000,40000,Diesel,Individual,Manual,First Owner,7,Hyundai,5714.285714285715
Hyundai Verna Transform VTVT,2010,229999,70000,Petrol,Individual,Manual,First Owner,15,Hyundai,4666.666666666667
Hyundai i20 Magna Optional 1.4 CRDi,2013,400000,100000,Diesel,Individual,Manual,First Owner,12,Hyundai,8333.333333333334
Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,70000,Petrol,Individual,Manual,Second Owner,20,Maruti,3500.0
Ford Figo Diesel Celebration Edition,2013,300000,50000,Diesel,Individual,Manual,First Owner,12,Ford,4166.666666666667
Ford Fiesta 1.4 SXi TDCi,2009,80000,180000,Diesel,Individual,Manual,Second Owner,16,Ford,11250.0
Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,Second Owner,17,Maruti,2941.176470588235
Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti,5000.0
Tata Indica Vista Quadrajet LS,2012,300000,110000,Diesel,Individual,Manual,First Owner,13,Tata,8461.538461538461
Maruti Baleno Zeta Automatic,2018,700000,26000,Petrol,Individual,Automatic,First Owner,7,Maruti,3714.285714285714
Maruti Vitara Brezza ZDi Plus,2016,975000,65000,Diesel,Individual,Manual,First Owner,9,Maruti,7222.222222222223
Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,First Owner,16,Chevrolet,8125.0
Renault Duster 85PS Diesel RxL Optional,2013,550000,75000,Diesel,Individual,Manual,Second Owner,12,Renault,6250.0
Nissan Terrano XV Premium 110 PS,2014,550000,110000,Diesel,Individual,Manual,Second Owner,11,Nissan,10000.0
Maruti Alto K10 2010-2014 VXI,2014,240000,50000,Petrol,Individual,Manual,First Owner,11,Maruti,4545.454545454545
Maruti 800 Std,1997,50000,80000,Petrol,Individual,Manual,Second Owner,28,Maruti,2857.1428571428573
Tata Indica Vista Aura 1.2 Safire,2009,120000,80000,Petrol,Individual,Manual,Second Owner,16,Tata,5000.0
Maruti Alto 800 LXI,2013,900000,60000,Petrol,Individual,Manual,Second Owner,12,Maruti,5000.0
Honda City 1.5 V MT,2009,250000,90000,Petrol,Individual,Manual,Second Owner,16,Honda,5625.0
Renault KWID 1.0 RXT Optional,2017,280000,36000,Petrol,Individual,Manual,First Owner,8,Renault,4500.0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000,Diesel,Individual,Manual,First Owner,15,Tata,5800.0
Tata Indica Vista Terra 1.4 TDI,2011,90000,80000,Diesel,Individual,Manual,First Owner,14,Tata,5714.285714285715
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,First Owner,10,Chevrolet,5000.0
Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,First Owner,12,Maruti,5000.0
Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner,10,Renault,5000.0
Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,Third Owner,11,Maruti,3636.3636363636365
Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,Second Owner,17,Hyundai,3529.4117647058824
Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,First Owner,10,Toyota,5500.0
Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,First Owner,13,Mahindra,6153.846153846154
Mahindra Xylo E9,2012,300000,295000,Diesel,Individual,Manual,First Owner,13,Mahindra,22692.30769230769
Hyundai EON Era Plus,2015,225000,80000,Petrol,Individual,Manual,First Owner,10,Hyundai,8000.0
Maruti Alto K10 VXI,2017,320000,50000,Petrol,Individual,Manual,Second Owner,8,Maruti,6250.0
Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner,13,Tata,12153.846153846154
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,400000,Diesel,Individual,Manual,Third Owner,19,Toyota,21052.63157894737
Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,First Owner,9,Nissan,2166.1111111111113
Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,First Owner,12,Renault,5222.333333333333
Mahindra XUV500 W6 2WD,2013,850000,85710,Diesel,Dealer,Manual,First Owner,12,Mahindra,7142.5
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,14,Ford,3937.8571428571427
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,11,Ford,5759.636363636364
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,13,Toyota,9971.307692307691
Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner,15,Chevrolet,1000.0
Tata Tiago 1.2 Revotron XE,2017,300000,50000,Petrol,Individual,Manual,First Owner,8,Tata,6250.0
Toyota Etios Liva VX,2012,269000,70000,Petrol,Individual,Manual,Second Owner,13,Toyota,5384.615384615385
Maruti Alto K10 VXI,2018,231999,20000,Petrol,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner,14,Chevrolet,4285.714285714285
Hyundai Grand i10 Asta Option,2017,495000,5000,Petrol,Individual,Manual,First Owner,8,Hyundai,625.0
Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,First Owner,11,Maruti,1363.6363636363637
Datsun GO Plus T BSIV,2018,400000,4400,Petrol,Individual,Manual,Second Owner,7,Datsun,628.5714285714286
Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,Third Owner,6,Mahindra,2500.0
Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,First Owner,12,Renault,3750.0
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,First Owner,7,Ford,142.85714285714286
Hyundai i10 Magna 1.1L,2014,295000,38500,Petrol,Individual,Manual,First Owner,11,Hyundai,3500.0
Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,First Owner,14,Hyundai,1785.7142857142858
Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,First Owner,12,Ford,2916.6666666666665
Toyota Fortuner 3.0 Diesel,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,16,Toyota,6875.0
Hyundai Verna 1.6 VTVT,2012,300000,40000,Petrol,Individual,Manual,First Owner,13,Hyundai,3076.923076923077
Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner,18,Chevrolet,6111.111111111111
Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,Third Owner,12,Chevrolet,1666.6666666666667
Hyundai EON Magna Plus,2012,245000,14987,Petrol,Dealer,Manual,First Owner,13,Hyundai,1152.8461538461538
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,First Owner,9,Ford,2784.5555555555557
Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,First Owner,8,Ford,5311.75
Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First Owner,11,Honda,4079.5454545454545
Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,11,Ford,8158.272727272727
Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,First Owner,9,Honda,7222.222222222223
Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,First Owner,9,Honda,3888.8888888888887
Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,347089,Diesel,Dealer,Manual,First Owner,16,Toyota,21693.0625
Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500,Diesel,Individual,Manual,First Owner,15,Tata,2300.0
Hyundai i20 Active 1.2 S,2018,650000,30000,Petrol,Individual,Manual,First Owner,7,Hyundai,4285.714285714285
BMW 3 Series 320d Luxury Line,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,7,BMW,5571.428571428572
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,First Owner,6,Ford,2666.6666666666665
Maruti Wagon R LXI CNG,2010,195000,80000,CNG,Individual,Manual,Second Owner,15,Maruti,5333.333333333333
Maruti Ertiga SHVS VDI,2016,650000,60000,Diesel,Individual,Manual,First Owner,9,Maruti,6666.666666666667
Mahindra TUV 300 T6 Plus,2015,540000,110000,Diesel,Individual,Manual,First Owner,10,Mahindra,11000.0
Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,First Owner,11,Maruti,5545.454545454545
Maruti Ertiga SHVS ZDI Plus,2018,980000,50000,Diesel,Individual,Manual,First Owner,7,Maruti,7142.857142857143
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000,Diesel,Individual,Manual,First Owner,11,Fiat,8181.818181818182
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,First Owner,7,Hyundai,5000.0
Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner,10,Volkswagen,4300.0
Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,First Owner,8,Maruti,6250.0
Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Mahindra XUV500 W8 2WD,2013,550000,222252,Diesel,Individual,Manual,First Owner,12,Mahindra,18521.0
Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner,16,Maruti,3125.0
Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,12,Fiat,6666.666666666667
Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,13,Hyundai,2692.3076923076924
Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,18,Maruti,4722.222222222223
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,14,Toyota,7857.142857142857
Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,19,Maruti,3684.2105263157896
Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,11,Honda,9090.90909090909
Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,12,Volkswagen,10000.0
Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,10,Maruti,8900.0
Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,12,Maruti,10000.0
Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,12,Hyundai,3333.3333333333335
Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,8,Maruti,2125.0
Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,12,Maruti,10416.666666666666
Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,10,Maruti,11000.0
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,14,Ford,8571.42857142857
Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,11,Ford,8181.818181818182
Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,11,Mahindra,8181.818181818182
Hyundai EON LPG Magna Plus,2015,240000,110000,LPG,Individual,Manual,First Owner,10,Hyundai,11000.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,11,Ford,7909.090909090909
Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,11,Mahindra,1363.6363636363637
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,13,Ford,2923.076923076923
Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,14,Honda,4571.428571428572
Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,10,Tata,5525.0
Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,14,Mahindra,7857.142857142857
Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,13,Maruti,5384.615384615385
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,15,Chevrolet,4000.0
Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,7,Tata,2428.5714285714284
Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,8,Renault,1625.0
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,9,Nissan,6666.666666666667
Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,13,Mitsubishi,9230.76923076923
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,13,Tata,7461.538461538462
Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,18,Tata,7222.222222222223
Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,12,Maruti,4166.666666666667
Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,13,Tata,9230.76923076923
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,19,Maruti,5263.1578947368425
Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner,13,Hyundai,5153.846153846154
Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,10,Maruti,6000.0
Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,9,Renault,2222.222222222222
Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,7,Hyundai,1785.7142857142858
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,CNG,Individual,Manual,First Owner,6,Maruti,666.6666666666666
Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,6,Ford,4166.666666666667
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,12,Toyota,5833.333333333333
Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner,18,Maruti,9000.0
Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,15,Toyota,13666.666666666666
Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,17,Audi,4117.64705882353
Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,7,Hyundai,10000.0
Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,11,Mahindra,9090.90909090909
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,12,Toyota,5833.333333333333
Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,First Owner,14,Hyundai,15714.285714285714
Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,10,Honda,8000.0
Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,15,Toyota,8000.0
Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,8,Jeep,2754.75
Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,12,Nissan,6666.666666666667
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,15,Maruti,6000.0
Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,13,Tata,10769.23076923077
Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,14,Mahindra,8571.42857142857
Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,10,Maruti,6000.0
Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,11,Maruti,5454.545454545455
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,13,Tata,6923.076923076923
Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner,17,Maruti,10294.117647058823
Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,6,Mahindra,1666.6666666666667
Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,8,Hyundai,8125.0
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,13,Toyota,6923.076923076923
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,18,Maruti,3888.8888888888887
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,7,Hyundai,357.14285714285717
Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,13,Chevrolet,3076.923076923077
Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,7,Maruti,9000.0
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,11,Skoda,6363.636363636364
Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,13,Skoda,4615.384615384615
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,13,Ford,7076.923076923077
Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,11,Mahindra,8102.363636363636
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,16,Volkswagen,8375.0
Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,6,Maruti,2500.0
Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,9,Hyundai,4722.222222222223
Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,13,Chevrolet,3230.769230769231
Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,10,Mahindra,7000.0
Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,21,Honda,5238.0952380952385
Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,11,Fiat,11942.272727272728
Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,9,Volkswagen,5442.222222222223
Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,11,Honda,4181.818181818182
Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,16,Chevrolet,3750.0
Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,10,Maruti,5800.0
Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,9,Maruti,2444.4444444444443
Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,8,Hyundai,4625.0
Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai,4375.0
Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,13,Chevrolet,7607.692307692308
Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,13,Chevrolet,9615.384615384615
Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,8,Mahindra,7500.0
Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,11,Hyundai,7272.727272727273
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,15,Maruti,5333.333333333333
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,8,Mahindra,5000.0
Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,13,Mahindra,6153.846153846154
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,11,Ford,2727.2727272727275
Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,7,Mahindra,5000.0
Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,14,Tata,12857.142857142857
Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,10,Renault,6000.0
Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,7,Tata,4857.142857142857
Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,11,Mahindra,13181.818181818182
Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,7,Datsun,3571.4285714285716
Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,7,Nissan,10000.0
Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,8,Audi,4500.0
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,11,Honda,5272.727272727273
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,12,Tata,8333.333333333334
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,26,Maruti,3846.153846153846
Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,8,Honda,1750.0
Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,7,Maruti,1971.4285714285713
Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,8,Hyundai,2875.0
Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,8,Mahindra,12462.5
Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,6,Toyota,833.3333333333334
Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,11,Honda,4514.0
Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,9,Hyundai,5050.777777777777
Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,8,Hyundai,4902.625
Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,9,Hyundai,5357.777777777777
Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,8,Hyundai,1389.25
Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,17,Hyundai,3541.6470588235293
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,12,Volkswagen,6666.666666666667
Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,17,Mercedes-Benz,5800.0
Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,9,Audi,1444.4444444444443
Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,10,Audi,3000.0
MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,6,MG,3000.0
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,15,Land,6666.666666666667
Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,10,Honda,5800.0
Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,8,Mahindra,10680.125
Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,10,Mahindra,6454.1
Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,6,Maruti,5833.333333333333
Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,8,Nissan,2033.375
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,12,Volkswagen,5958.333333333333
BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,6,BMW,2166.5
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,17,Chevrolet,4705.882352941177
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti,5000.0
Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,8,Hyundai,1837.5
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,25,Maruti,3600.0
Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,8,Maruti,6250.0
Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,16,Hyundai,6250.0
Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,6,Volkswagen,4000.0
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,18,Hyundai,5000.0
